관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
고석정,관광지,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,38.18542141,127.2874037,793689,"시설물관리사업소, 주차장, 화장실, 매표소, 오수처리장, 도로 및 광장, 임꺽정상, 분수대관광정보센터, 관광안내소",관광호텔,"다목적운동장, 일반유원시설","잔디광장, 정자, 철원관광정보센터, 농업전시관, 팔각정, 생태탐방로","판매점, 종합휴게소",관광안내소,1977-03-17,166200,628,1977년 국민관광지로 지정된 고석정은 한탄강 중류에 위치한 철원구경의 하나로 강 중앙에 10m 높이의 거대한 기암이 우뚝 솟아 있는 것이 특이한 남한대륙의 유일한 현무암 분출지이며 조선조 초기 임꺽정의 활동무대로도 널리 알려져 있어 많은 전설이 전해지고 있다. 이 곳에서 상류로 약 2km 지점에 직탕폭포와 하류 약 2km 지점에 순담이 위치해 있으며 넓은 잔디광장과 유원시설 등이 있어 어느 때나 관광객이 즐겨 찾고 있다. 또한 시설물관리사업소가 있어 안보관광도 함께 할 수 있는 관광의 최적지이다.,033-450-5534,철원군청 관광과,2021-10-21,4300000,강원도 철원군
통일전망대,관광지,강원도 고성군 현내면 금강산로 481,강원도 고성군 현내면 마차진리 188,38.51438609,128.416703,143851,화장실+주차장,,,,,,1983-07-26,1640,320,"우리나라에서 가장 북쪽에 위차한 전망대로, 천혜의 절경이라 할 금강산과 동해바다의 비경을 감상할수 있으며, 통일관, 통일전망타워 등 기타 시설을 관람할 수 있는 곳",033-682-0088,강원도 고성군청,2022-12-01,4340000,강원도 고성군
화진포역사안보전시관,관광지,강원도 고성군 거진읍 화진포길 280,강원도 고성군 거진읍 화포리 530-1,38.47250515,128.4430602,703.56,화장실+주차장,,,,,,1999-07-15,1000,60,"화진포의 성, 이승만대통령 화진포 기념관, 이기붕부통령별장으로 이루어진 곳",033-682-0500,국군복지단,2022-12-01,4340000,강원도 고성군
화진포해양박물관,관광지,강원도 고성군 현내면 화진포길 412,강원도 고성군 현내면 초도리 94-1 화진포해양박물관,38.481345,128.435682,1849.9,화장실+주차장,,,,,,1995-02-07,800,100,"세계적으로 희귀한 각종 조개류, 갑각류, 박제 등 1,500여 종 40,000여 점을 전시한 패류박물관과 수중생물 125종 3,000여 마리를 보여주는 어류전시관으로 구성",033-680-3361,강원도 고성군청,2022-12-01,4340000,강원도 고성군
보은 삼년산성,관광지,충청북도 보은군 보은읍 성주1길 104,충청북도 보은군 보은읍 어암리 280-1,36.48993999,127.7417752,232655,화장실+해설사의 집,보은읍내 숙박 가능,보은 스포츠파크(야구장+수영장+축구장),농경문화관,해설사의 집(문화관광해설사 관광안내),,1973-05-25,1000,50,신라 삼국통일의 전초기지인 삼년산성은 축성연대는 물론 수축연대가 정확히 기록되어 있는 산성으로 중부권의 역사적 가치를 지닌 문화유산이다,043-540-3407,충청북도 보은군청,2022-11-23,4420000,충청북도 보은군
보은 우당고택,관광지,충청북도 보은군 장안면 개안길 10-2,충청북도 보은군 장안면 개안리 154,36.46857583,127.7906134,33057,화장실+해설사의 집,보은 우당고택 숙박가능,,서원계곡+서원리 소나무,보은 우당고택 안채+사랑채,,1984-01-10,50,10,고요함을 품은 보은 우당고택은 100년이 넘은 고택으로 전통적인 기법으로 지어 전통가옥을 체험할 수 있다,043-540-3392,충청북도 보은군청,2022-11-23,4420000,충청북도 보은군
성옥기념관,관광지,전라남도 목포시 영산로 11,전라남도 목포시 유달동 4-2,34.78698576,126.3798645,1723,화장실+주차장+라운지,,,,,,2004-06-01,200,10,"조선내화(주)창업자인 성옥 이훈동 선생의 미수를 기리기 위해 자녀들이 건립한 문화공간으로 선생이 수집한 근 · 현대 작품, 다양한 고미술작품과 도자기 등을 감상 할 수 있다.",061-244-2527,전라남도 목포시청,2023-07-13,4800000,전라남도 목포시
구 동본원사 목포별원,관광지,전라남도 목포시 영산로 75번길 5,전라남도 목포시 무안동 2-4,34.78970032,126.3842863,340,주차장,,,,,,2007-07-03,150,45,동본원사는 목포에 들어선 일본 첫 불교사원으로 정식명칭은 ‘진종 대곡파 동본원사’이다. 동본원사 목포별원은 1898년 4월에 세워졌으며 목포심상고등학교 설립 인가를 받아 목포 내에서 일본인 소학교로 최초·정식 운영되기도 했다. 해방 이후 정광사의 관리를 받다가 1957년부터 목포중앙교회로 사용하게 되어 사찰이 교회가 되는 이색적인 약력을 가지게 되었다. 현재는 각종 문화행사 및 전시회 공간으로 활용되고 있다.,061-245-8832,전라남도 목포시청,2023-07-13,4800000,전라남도 목포시
유달산,관광지,전라남도 목포시 유달로 180,전라남도 목포시 죽교동 300,34.79142993,126.3759183,116813,화장실+주차장+관광안내소,,,특정자생식물원+봉후샘쉼터+옛수원지 암벽폭포+조각공원,매점,,1982-01-01,100000,2000,노령산맥의 맨 마지막 봉우리이자 다도해로 이어지는서남단의 땅 끝인 산 해발 228미터 기암괴석으로 이루어진 유달산은 노령산맥의 맨 마지막 봉우리이다. 정상에 올라 서면 목포 시내가 한눈에 내려다보이며 푸른 다도해의 경관이 시원스레 펼쳐져 있고 그 사이를 오고가는 크고 작은 선박들의 모습이 한폭의 동양화를 연상시킨다.,061-270-8359,전라남도 목포시청,2023-07-13,4800000,전라남도 목포시
서산동 시화골목,관광지,전라남도 목포시 해안로 127번길 14-2,전라남도 목포시 서산동 12-89,34.78174519,126.3773176,8420,화장실+주차장+여행자쉼터,,,,여행자쉼터,,2016-07-28,250,40,지역의 시인과 화가 그리고 주민들이 참여하여 생활적인 시와 벽화를 구성해 놓은 곳이다.개발되지 않은 1970 ~ 80 년대 해안가 마을의 골목길을 보존해 당시의 생활적 정서를 엿볼 수 있는 대표적인 레트로 공간이다. 초입에 1987의 촬영지 연희네 슈퍼가 있어 조화를 이루고 있다,061-270-8598,전라남도 목포시청,2023-07-13,4800000,전라남도 목포시
용연동굴,관광지,강원특별자치도 태백시 태백로 283-29,강원특별자치도 태백시 화전동 산 47-88,37.20888277,128.9418601,150000,주차장+도로+공중화장실+동굴관람,,,,,,1994-05-08,500,100,"「용연동굴」이란 이름은 용의 연못 속에 있던 용이 계곡을 따라 하늘로 승천했다는 뜻을 담고 있다. 용연동굴은 백두대간의 중추인 금대봉 하부능선 해발 920m에 위치하고, 약 1억5천~3억만 년 전에 생선된 것으로 알려져 있다. 동굴의 길이는 약 843m, 구조는 4개의 광장과 순환형 수평굴로 이루어져 있다.",033-553-8584,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
용현자연휴양림,관광지,충청남도 서산시 운산면 마애삼존불길 339,,36.7518805,126.6076383,100000,관리사무소+화장실+주차장,,,,,,2000-06-12,800,98,용현계곡 한가운데 자리해 심산유곡의 경치를 자랑하는 산림휴양의 적지,041-664-1971,국립자연휴양림관리소,2022-08-25,4530000,충청남도 서산시
해미읍성,관광지,충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,196381,사무실+화장실+주차장,,,,,,1963-01-21,300000,24000,500년 옛모습을 잘 간직한 조선시대 석축 읍성,041-660-3069,서산시 문화시설사업소+해미읍성관광안내소,2022-08-25,4530000,충청남도 서산시
가위박물관,관광지,전라북도 진안군 진안읍 마이산로 258,전라북도 진안군 진안읍 단양리 690-4,35.7659207747,127.4150023199,556.99,전시실+수장고+사무실+뮤지업숍,,,가위박물관+명인명품관+홍삼스파+산약초타운+역사박물관+마이돈농촌테마공원,안내실,안내실,2016-12-09,200,100,"세계유일의 가위박물관, 진안가위박물관, 마이산북부에 위치하고 세계 희귀 가위 1,500여점을 소장",063-430-8745,전라북도 진안군,2022-11-29,4730000,전라북도 진안군
반남고분군,관광지,전라남도 나주시 반남면 고분로 756,전라남도 나주시 반남면 신촌리 249-2,34.91475649,126.6613546,121397,화장실,,,문화관광해설사,안내소,,2011-07-28,1000,100,사적,061-336-1151,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
백호문학관,관광지,전라남도 나주시 다시면 회진길 8,전라남도 나주시 다시면 회진리 103,34.99694703,126.6668094,387,화장실,,,체험프로그램+전시,문화사랑방,홈페이지 운영,2013-04-13,50,20,박물관,061-335-5008,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
가천박물관,관광지,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,37.41847997,126.6576026,396,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1995-10-31,100,21,인천지역 유일한 국보를 포함한 총소장품 18382점,032-833-4747,가천문화재단,2023-03-29,3520000,인천광역시 연수구
송정관광지,관광지,경상남도 남해군 미조면 미송로 483,경상남도 남해군 미조면 송정리 1129,34.7231451,128.0249667,605283,샤워탈의장/화장실(2동)+관리사무실(2동)+오수처리장+주차장,,,,,,1994-10-21,10000,387,"해수욕장이 넓게 분포되어 있으며, 해수욕장을 조금만 벗어나면 몽돌과 기암괴석이 뒤섞인 단애의 해안을 구경할 수 있다.",055-860-8615,경상남도 남해군,2023-03-27,5430000,경상남도 남해군
무주 덕유산 리조트,관광지,전라북도 무주군 설천면 만선로 185,전라북도 무주군 설천면 심곡리 산43-15,35.889797,127.731389,7018181,화장실+주차장,관광호텔+가족호텔+호스텔,골프장+스키장,,관광식당,전용숙소,1990-12-22,45000,10000,"덕유산의 수려한 자연환경을 느낄 수 있으며, 오스트리아풍의 건물들로 이루어진 산악형 리조트",063-320-2547,전라북도 무주군청,2023-03-07,4740000,전라북도 무주군
해인사,관광지,경상남도 합천군 가야면 해인사길 122,경상남도 합천군 가야면 치인리 10,35.801504,128.0976255,84227,관리사무소,,,,,,2020-07-07,5000,500,합천 대표 관광지이자 한국관광공사가 선정한 한국관광100선에 4회 연속 선정된 역사 그대로의 유산,055-934-3000,경상남도 합천군청,2023-05-12,5480000,경상남도 합천군
대장경테마파크,관광지,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362,86402,관리사무소,,,,,,2020-07-07,5000,500,해인사 팔만대장경을 비롯한 각종 기록의 문화를 총집합 해놓은 복합테마파크,055-930-4696,경상남도 합천군청,2023-05-12,5480000,경상남도 합천군
오도산 자연휴양림,관광지,경상남도 합천군 봉산면 오도산휴양로 398,경상남도 합천군 봉산면 압곡리 산150,35.67233319,128.0553007,506854,치유의 숲,,,,,,2020-07-07,200,50,웰니스 관광지로 선정된 대표 힐링 관광지,055-930-3733,경상남도 합천군청,2023-05-12,5480000,경상남도 합천군
합천박물관,관광지,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,35.58042271,128.2829423,10627,관리사무소,,,,,,2020-07-07,184,77,합천의 살아숨쉬는 역사와 문화가 담긴 관광지,055-930-4882,경상남도 합천군청,2023-05-12,5480000,경상남도 합천군
거제자연휴양림,관광지,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산103,34.785699,128.625943,1200000,화장실+ 샤워장+ 취사장,야영데크+ 숲속의집(펜션)+ 수련장,족구장,등산로+산책로,안내소,,1993-01-01,2000,50,동부면 구천리 노자산 해발 565M 위치에 120ha 면적에 설치되었으며，산 정상에 전망대가 설치되어 거제전역과 한려해상국립공원의 크고 작은 섬들과 기암절병의 해안선을 관망할 수 있는 가족단위 휴양객들이 많이 찾고 있다,055-639-8115,경상남도 거제시 거제해양관광개발공사,2023-09-05,5370000,경상남도 거제시
계도어촌체험마을,관광지,경상남도 거제시 사등면 가조로 837,경상남도 거제시 사등면 창호리 1070-14,34.974872,128.517512,516.32,화장실+ 샤워장+ 취사장,해상콘도,N,N,안내소,,2007-10-01,100,10,가조도의 서북쪽에 위치 앞 바다에 닭모양의 닭섬이 있어 계도마을이라 하였다. 주요 특산물로는 미더덕 젓갈，미더덕，마른멸치，건홍합이 있다.,055-632-2515,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
다대어촌체험마을,관광지,경상남도 거제시 남부면 다대5길 11,경상남도 거제시 남부면 다대리 424,34.73449995,128.630513,6143.9,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007-10-01,100,10,남부면 다대리에 위치한 다대마을로서 갯벌체험을 할 수 있다.,055-632-7506,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
도장포어촌체험마을,관광지,경상남도 거제시 남부면 도장포1길 76,경상남도 거제시 남부면 갈곶리 292-13,34.743449,128.662475,928.12,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007-10-01,200,78,도장포 마을 인근에는 신선대와 바람의 언덕이 있다. 아름다운 풍경으로 새롭게 각광받고 있는 관광지로 연인들에게 인기 만점이다.,055-638-2202,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
쌍근어촌체험마을,관광지,경상남도 거제시 남부면 남부해안로 1094,경상남도 거제시 남부면 탑포리 504-1,34.762399,128.589438,1451.25,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007-10-01,200,30,남부면의 왕조산 자락에 자리잡고 있으며，바닷가의 시원한 바람을 느낄 수 있는 전형적인 어촌마을이다.,055-635-6238,경상남도 거제시청,2023-09-05,5370000,경상남도 거제시
광덕계곡관광지,관광지,강원특별자치도 화천군 사내면 포화로 582,강원특별자치도 화천군 사내면 광덕리 419-3,38.07630808,127.4817356,26070,관리사무소2개소+일반광장1개소+공중화장실7개소+주차장13개소+오수처리장1개소,,,,,,1995-08-03,800,200,"광덕계곡은 백운산과 광덕산 사이에 위치하며 자연경관이 수려하고 오염되지 않은 작은폭포, 작은소 등 개끗한 물이 일품이다. 숙박시설이 마련되어 있어 여름 피서지로서 안성맞춤이다.",033-440-2562,강원특별자치도 화천군청,2024-01-10,4311000,강원특별자치도 화천군
